,review
1400,good n long last scent ok ok product
1401,nice good fragranc use hair wow smooth overal good
1402,product deliv time definit worth price use past month complaint qualiti product except bit heavi neg apart
1403,littl longer stick would better
1404,duplic fake item name origin tata tea tastelessi realli doubt qualiti may duplic whenev buy retail got tast order onlin discount price poor tast u imagin likenaa khata h na metha h na namkeen h like poor qualiti realli doubt may complet fake duplic item name origin
1405,firstli dont understand warmth review mean coke suppos consum cold warmth scope intellig sinc lock abl get can groceri store pet bottl soon list order one
1406,face wash amaz guy oili skin everi face break first time use within wash pimpl gone jock guy face wash wonder use two time daili wake morn go bed use two month singl pimpl past two month everi oili skin acn prone beauti recommend facewash
1407,tast bit like mild flavour bubbl gum yr old like plu claim safe kid sinc natur without flourid sl chemic use foam wish quantiti bit
1408,best sandalwood soap tfm scent one heavenli long last also leav fragranc bathroom awesom soap con price guess still issu qualiti give
1409,love minut noodl pro broken deliveri doesnt realli matter sinc prefer break piec anyway cook famili big pack realli cost effect nestl maggi around mani decad childhood consist even brave recent question rais qualiti product masala tast ever tasti cook realli fast ok let say min con though maggi come atta noodl healthier maggi atta maggi quiet expens normal maggi wish oat atta maggi would cheaper
1410,bought super impress ingredi list one say skin light face wash felt disappoint first realis make skin lighter remov tan face realli impress effect leav skin squeaki clean make brighter realli love fragranc face wash
1411,someth wrong product current use sinc year nd love latest batch deliv seem fake qualiti deterior scent goe decreas time use soap toward end feel smell like ordinari soap disappoint miss pure older millennium soap
1412,alcohol content wherea given understand amazon list mention alcohol content import anyth less ineffect kill virus like covid ideal alcohol total effect
1413,write review day use big dial expect great qualiti color dial dark special number shown photo bracelet also good pack contain watch worst ever seen onlin shop sometim stop work fall push pin start work overal good watch waterproof also work properli bought month search amazon flipkart make worth
1414,size powder bottl differ serious doubt origin duplic smell powder also slightli differ check product bought himalaya shop differ
1415,dettol doubt good brand disinfect liquid compar dettol origin lime fragranc give fresh feel use use floor kitchen tile bathroom laundri shave purpos use disinfect liquid water covid pandem wash product spray door door bell surfac etc use bath purpos also multi purpos cleaner safe skin surfac nice way disinfect home
1416,stand qualiti light smell bath stay hour togeth
1417,handwash give mild scent good pocket littl liquid spread well lather well clean hand effici reduc mrp make afford ad gain one first product essenti list
1418,nice classic look watch ad benefit date window radium night use good built qualiti watch leather strap also made good materi got deliv day superb watch reason price thank amazon
1419,far better hair oil feel result immedi appli
1420,nice watch gift watch dad birthday happi see watch must buy u look cheap best watch brand like titan
1421,good great tast like buy market good qualiti fresh materi good pack bad point notic rate staroveral remark purchas without doubt like use see price amazon well market price
1422,regularli buy product amazon st time face disappoint upon open packag found himalaya moistur alo vera face wash miss half
1423,excel deoderis soap tcc use especi summer skin brighten soap
1424,product tast like saw dust
1425,cool look watch
1426,tea great deliveri charg ruin whole tast feel iy aint orth mrp deliveri charg make doubl price thu worth
1427,receiv good condit
1428,receiv unseal can cap fell easili nozzl unseal rais doubt brand like dettol sell unseal item sure origin sprayer design also differ earlier purchas earlier item nice hood spray mechan without cap one regular type like cap similar perfum savlon spray
1429,like soap realli good
1430,qualiti item mark flavor strong test famili found local shop pack tea miss item fulli useless case make liquor tea red tea less liquor given tea seem noth boil water given tea becom black got stuck gm tea
1431,alreadi tast tea local store tast realli good bought larg pack onlin packag good receiv time without damag
1432,valu money nice serum mrp got best serum best price
1433,great deal good packag packag impress word short defin thank amazon
1434,nice product one major demerit amazon search engin pleas work filter properli work sort categori well search engin problem mostli quit buy rest product avail still major problem make huge loss
1435,nice herbal product
1436,good producti got rupe
1437,use godrej soap long time fragranc soap realli good refresh fragranc last long bath bath skin becom soft smooth soap amazon pack deliveri realli good got soap good deal soap manufactur date best month date pkd best soap best deal simpli go without think twice pack soap qualiti fragranc deliveri overal
1438,feel artifici
1439,return replaceadd tex
1440,protect love one viru like covid dettol disinfect liquid one best solut although scentless use laundri sanit disinfect anyth come human contact
1441,pack damag replac need pl confirm buy buy buy buy
1442,sure use dettol product far better other spray present market new improv contain spray pleasent fragranc carri insid bag stay safe
1443,good gelit realli prevent pimplesgood type skincan use night cream well primer
1444,super stuff
1445,product patanjali nightmar skin although fragranc good cheap product normal skin prone pimpl appli gel coupl day start pimpl face first ignor think could result weather pimpl start increas immedi discontinu product still unabl get rid pimpl
1446,great deal good packag packag impress word short defin thank amazon
1447,blindli use soap year suddenli struck zero cool effect soap mean year start use cinthol cool year ago kid use think awesom soap tingl cool sensat felt soap way underr signatur smell realis cool part zero fragranc bland last long either soap fake continu order soap onlin saver pack soap amazon seller trusti one godrej chang chemic composit soap either godrej bring stronger version cinthol cool soap look better altern soap use
1448,good full valu money
1449,guy dont order amul ghee amazon fresh seller sell duplic stuff got ill hardli write review one write warn purchas amul ghee fresh alllllll see pictur even put burner melt
1450,oili combin skin monsoon skin becom even oilier due humid also becom prone breakout use face wash quit time work amaz skin extract excess oil skin leav clean dehydr also face breakout face sinc start use
1451,alway buy soap caus smell like strong sandal wood first introduc soap guy come shower stop ask parfum use point soap first couldnt believ mani year use doubt anymor
1452,order amul fresh creme look like open packag even use regret buy product
1453,product expir someth wrong maggi got stomach problem eat smell differ best part can not even return
1454,great
1455,got damag itemnot support fast action taken
1456,read mani great review eagerli wait face wash open tube half empti disappoint
1457,product specif match detail amazon buzzer sound indic light either wait like fool estim disinfect cycl claim last minut want minut either minut minut without indic hope genuin uv light claim fals count well godrej could worst
1458,fresh qualiti tee leav
1459,strong tast good tri almost differ brand tea found one like tri taj mahal red label rcm mani differ other like tea strong add much tea strong tea tast good famili like one go use along red label like red label amazon time time provid good discount product make afford btw sell next door mall amazon sell know ship cost ok
1460,amaz fragranc origin product delic perfum pure natur sandalwood oil thank amazon give natur product mysor sandal talc best talc forev
1461,product useless indic power proper respons either amazon manufactur custom care axecut help want return custom care execut help
1462,nice fragranc comfort use best price
1463,love tea tata gold tea one best product tata use daili use got product amazon got recent manufactur product product genuin product varieti tea avail market among tata gold tea best tea accord daili use got product discount price bought product super valu day manufactur date product half month ago date receiv product hand henc recent manufactur product also product good shelf life amazon deliv product good condit packag product awesom damag amaz amazon pantri box hard packag insert air fill seal packet item move pressur absorb air fill packet deliveri order next day morn deliveri man took packag insid hous heavi kept pantri box tabl told behavior deliveri man good highli satisfi product recommend buy product without fear hesit believ satisfi receiv product use
1464,hai guy product arriv within one order thumsup amazon posit receiv brand new product mfg date smell smooth heavenli skin irrit allerg reaction strength shampoo mild kid even cri bath cheaper local retail store thank read
1465,work wear one day automat watch mention specif
1466,tri mani premix massala tea earlier like time ord doubt realli amaz product realli choic massala tea
1467,juz happi tey strong mint flavour sweet essenc balanc usag bathroom stay perfectli long washroom bathroom special place close seclud essens could felt hr also trust seldomli rate anyon good daili usag chang orign year old flavour tri
1468,scent
1469,like
1470,zero rate old outdat soap packag tear box open alreadi request amazon plz take back may caus skin diseas plz though polici otherwis contact consum court product qualiti plan pan test product
1471,surprisingli differ tast flavor basic dust soil tast unabl eatabl realli bad tast st time biscuit
1472,bought year babi mention even child gulp also harm although tri best teach littl one spit brush happi product
1473,famili like tast monthli save pack brought kg deal go
1474,strong tea prefer way
1475,tata tea agni good qualiti tea chang lot previous leav nowaday tata tea agni contain powder tea dust tea give good liquor much flavour want good liquor along flavour must go tata gold tea good tea bought tata tea agni amazon low price compar mrp packag product realli awesom deliv home address durgapur rana pratap road west bengal within day order want buy good qualiti tea good flavour buy tata gold tea taj mahal tea darjeel tea
1476,seal broken product deliv satisfi
1477,though bit pricey worth healthi tasti
1478,civilis came stick end remain survivor fought last piec fame antisept claim effect manner germ cover world final hand remain satiat desir would quick enough steal worth one man serv self grab last dettol trueli need like healer sick peopl seek ire hoarder want last dettol cost answer ye dettol effect antisept also smell nice
1479,got deal arnd rs
1480,bought ml pack local shop tri love fragranc leav babi hair smooth love linger smell order ml pack amazon rs one bought local store thick almost gel like consist even spill even cap open lie realli squeez one bought amazon wateri runni spill instant without even squeez bottl seal bottl tell content genuin tamper mayb dilut know
1481,qualiti product good definit worth money
1482,ine damag torm powder come return polici
1483,week use seem perfect look date day hour perfect sync
1484,biscuit alway broken insid packet damag product sold got portal everi time buy damag within bought g mart
1485,packag product cap shown pictur natur leak box sure origin item return polici understood natur product case option return damag product bought item cloudtail expect better experi
1486,liter heavenli feel tast chocol chocol bitter core ad suger sugeri chocol fake chocol lover like peopl develop tast cocoa cacao period time made chocol connoisseur price less compar brand market plu amul well known brand packag nice
1487,nice teast
1488,um product realli peopl sensit skin read good review amazon order use vitamin c product brand realli expens thought could give tri sinc afford within week use start break face big zit kind stop use within week use may product work non sensit skin product realli light tell give kind moistur skin chang entir skin care routin bought tri test organ product skin much much better trust mamaearth
1489,simpli awesom
1490,flavour good difficult resist
1491,worst thing buy wast money land soap lead dri skin bath feel like use use name like millennium soap make soap millennium buy product like nutregena forest essenti rather buy particular soap
1492,mamaearth ubtan natur face wash one best product mama earthand suit everi skin type help remov sign tan liquoric help repair sun damag caus exposur harsh ray sun turmer light skin tone improv skin complect one best face wash smell also nice
1493,recent visit rel dubai tast societi masala tea st time simpli love found real ingredi like cinnamon cardamom ginger etc written box order tea india got back shock see real ingredi box say ad flovor disgust find sold india export abroad total differ wish could return tea unfortun amazon accept return food item
1494,grear
1495,littl broken
1496,use mama earth newli launch onion oil twice must say im alreadi impress result prevent hair loss help control prematur grey dryness dandruff scalp erupt mani hair problem regular use avoid dri frizzi hair make sure use oil hair twice week oil provid scalp essenti nutrient also strengthen hair root mamaearth onion oil work best hair season
1497,box mrp mention rs pack pack becom rs sell rs box kindli take action
1498,best one skin type summer acn prone combin skin winter sensit dri skin miracl skin afford peep skin type give shot wash face low ph cleanser night appli leav till next day mrng skin suppl soft acn got reduc eventu month
1499,product packag good insid packag get one ml dettol liquid handwash one thing extrem upset liquid seem dilut like someon mix water feel like dettol say fake got scent strong valu money get good discount got rs anyway find review help pleas let know thank
1500,scent good
1501,care imag mislead look like offer diff size talcum powder wherea seller give one larg size expect receiv diff size talcum powder big shock think seller must take note provid correct product imag
1502,textur good finer cheap either get nivea gm price qualiti also good soft skin fragranc also good guess fan sandalwood
1503,pro look goodindian brandconsth softwar poor band app get updat everyday bug fix updat never complet sleep tracker work properli auto sensor depend manual time feed sleep plu sleep data chang band firmwar updat caus sudden chang connect call notif work work coupl call stop though sedentari remind switch band keep vibrat everi minut remind even walk work stop night mode activ workout
1504,best biscuit choic earli morn coffe tea snack companion sinc high fiber even help lot provid relief constip problem due prior poor diet choic took least week time see signific chang happi would definit recommend biscuit peopl suffer kind ailment food choic instead medic
1505,excel qualiti look cool wear white dial awesom like orang needl time indic give good look watch
1506,two cap less
1507,cream good qualiti see fat percentag choos cream type cook need good everyday use tip ensur last mire day keep right front fridg cool vent help last week freez help chang tast textur
1508,qualiti item mark flavor strong test famili found local shop pack tea miss item fulli useless case make liquor tea red tea less liquor given tea seem noth boil water given tea becom black got stuck gm tea
1509,tast nice think malt win better
1510,premium genuin product price point watch look way better real look feel incred must buy look premium genuin time piec highli recommend
1511,love tea great blend mix assam tea leaf tea get best enjoy blend tea put boil water boil post put tea let simmer time min add sugar milk separ work great tea lover offer consist blend time start like tea get hook
1512,never use hair color white hair husband recommend streax hair color soft gel composit allow colour spread easili mild gentl hair say awesom use hair becom soft color also look natur
1513,first made china product expect godrej safe arriv dent chip paint two place manual product obsolet instruct indic program lock key key pad door align total dissatisfi product qualiti
1514,bought watch rs awesom classic watch price look eleg classic amd sleek design ad featur date urban design valu money dial color black case shape round band color brown band materi leather watch movement type quartz watch display type analog month manufactur warranti remov plastic crown start watch recommend custom look small dial size watch wore wiyh casual shirt look highli highli recommend look classic design watch rs best purchas
1515,super
1516,made bharat r proud harm chemic afford price
1517,first time buy talc okay mysor sandal still sure scent longev essenc also minimum buy fair also discount even sale time well amazon cloudtail india mysor sandal done good job believ genuin product
1518,highli recommend
1519,best qualiti done first time colour happi use best streax well rightli said color b care b amaz shini hair
1520,good spici young peopl like old children strong mix normal tea better
1521,worst product product work day
1522,good
1523,scent fresh averag longev bad
1524,doubt product awesom avail reason price comparison serum even better amazon streax tell extract without upper cap obvious may fault either manufactur compani amazon packag overal find solut popup serum bottl
1525,good
1526,like tea sir charg rs avil market rs pleas give requir refund shall thank
1527,product aqur origin recent manufactur seal ok good condit good packag complet satisfi
1528,product stop one day usag sinc gift bought earli replac period ran stuck non work smart watch can not fix anywher local insight realli appreci
1529,alway good product
1530,insuffici quantiti develop neither replac take action think anyon buy effect without develop
1531,flavou awesom pack punch stronger side spectrum prefer lighter flavour look someth els deliveri fast reacher good condit
1532,alreadi use earlier good item issu felt thank
1533,product patanjali nightmar skin although fragranc good cheap product normal skin prone pimpl appli gel coupl day start pimpl face first ignor think could result weather pimpl start increas immedi discontinu product still unabl get rid pimpl
1534,small display gray display notif read sm app music control miss
1535,superb shampoo soft n delic hair use year
1536,great hair
1537,oili combin skin monsoon skin becom even oilier due humid also becom prone breakout use face wash quit time work amaz skin extract excess oil skin leav clean dehydr also face breakout face sinc start use
1538,hope high today work minut fitband show lost calori decid return may devic step count work walk good
1539,percent satisfi custom gupta ji
1540,long time search indian soap equal usa ivori soap soap get holiday inn hotel thank cinthol
1541,awesom packag current date product amazon done great job
1542,air freshen smell good
1543,children love tast flavor appear leav fake color milk like product
1544,nice purchas sister give gift professor perfect exactli shown pictur eleg look
1545,gem father wrist year seen moder use lot water lash titan survivor father love chang leather strap due excess use avail cheap worth valu
1546,dettol doubt authent product dettol liquid total differ origin antisept liquid smell strong like antisept liquid lime fresh aroma make thik product attract pandam situat product valu money product got product rs print price rs deliveri littl bit slow issu final would like say thank amazon whole entir team great job us situat hat
1547,suppli water delhi foul smell liquid certainli make smell gone plu kill germ use daili bath wash cloth onlin deal good bought discount price variant smell fine blue green
1548,watch look magnific box watch pack seller dusti
1549,tast good one make preserv sugar ad pl know juic mango pulp aamra feel paperboat indian compani though yet research good buy
1550,product deliv time definit worth price use past month complaint qualiti product except bit heavi neg apart
1551,averag product last aweek
1552,actual like product product effect hair use product felt like damag hair
1553,pleas buy product old product manufactur himalaya use paraben base ingredi harm babi skin search internet harm effect paraben himalaya remov paraben newli manufactur babi lotion buy recent stock product free paraben highlight bottl save babi skin order product
1554,plenti brand similar dettol question whether trust home product use mixtur water rins cloth mop floor spray liquid disinfect also part first aid box fresh lime fragranc smell great
1555,best product pure must buy
1556,realli hope serum good mcaffein face serum use whole bottl realli see visibl chang skin reduc pigment realli liquidi consist dri skin appli moistur use serum well work wast
1557,nice qualiti product quick deliveri
1558,look cool work perfectli
1559,order friend open realli love great packag everi item descript amazon site
1560,tri variou cream gel skin year noth work use one acn mark start get lighter almost within week use twice day per instruct
1561,fack product money westeg
1562,amul way think need review name speak amazon usual good prompt servic
1563,bought mom problem relat skin like hyperpigment well manag diet plan routin packag deliv suitabl fine look wise appli face week forehead start develop rash accompani itchi liter stop wait till heal took two week person would recommend product ladi wast money time ofcours get refund payback sure disappoint dissatisfi annoy
1564,got valu money tast like origin coco cola packag also good
1565,alway give five star soap best recommend pleas buy good offer good price money happi amazon scent good refresh buy close eye worth money
1566,imag show blue colour howev receiv colour violet issu otherwis product well good amazon look chang pictur
1567,satisfi expect less fragranc qualiti upto mark brand good check
1568,best aamra juic pack compel tri item paper boat pack pulp origin stuff like brand give flavor cherri papaya pulp
1569,locker receiv issu get close place batteri reset lock number close howev locker get lock read troubleshoot howev help look like switch insid locker upon press shoot bolt faulti return
1570,fuel effici observ sinc date usag product spaciou function minim sound refriger worth enough recommend small famili budget price rang
1571,bought year babi mention even child gulp also harm although tri best teach littl one spit brush happi product
1572,first like smell herbal unlik shampoo ton chemic would recommend herbal base also one thing sunflow oil embed insid also give shini oil look hair qualiti product patanjali
1573,bad qualiti think amul made low qualiti product onlin shop perpos amul ghee local shop tin contain good
1574,amul name enough amazon servic usual prompt
1575,sure use dettol product far better other spray present market new improv contain spray pleasent fragranc carri insid bag stay safe
1576,protect love one viru like covid dettol disinfect liquid one best solut although scentless use laundri sanit disinfect anyth come human contact
1577,tri differ onion oil hair hair healthi product liter chang textur scalp realli happi result come nice color packag definit recommend one everyon look onion oil review follow instagram insi lovemyself
1578,good usual
1579,best qualiti tea daili use cheap rate fast next day deliveri amazon pantri
1580,product buy rs receiv charg rs donno use got alot pimpl face disappoint patanjali
1581,okay product noth special normal
1582,best pack type product also qualiti product
1583,need pay extra salon u love colour long hair need two packet quantiti less see everyth pictur love way turn
1584,perfect hassl
1585,tasti
1586,scope provid jar quot use scope provid didnt receiv measur scope
1587,great product dettol advertis use bath shave laundri disinfect floor clean kitchen bathroom clean refriger clean substanc
1588,realli good product
1589,nice one yr old son like brush flavour strawberri previous use use chicco switch one due good review lower price use mee mee also one ingredi better child health
1590,good dish whip cream ice tri ice nondairi cream littl fat thick liquidi milk made consist watteri think otherwis great dish ice non dairi whip cream would better
1591,happi product winter time also give best result son ye malish bath night day bath pure cow ghee along termar powder bath gentli use lotion use lotion powder start order two one son anoth cousin child
1592,babi powder pack order quaniti one pack genuin less one strang product genuin though
1593,amul famou slogan ofcours favourit utterli butterli delici amul
1594,good fresh smell sure dilut use use disinfect thing like cloth bath door handl even smartphon screen realli dirti clean damp cloth appli littl alway dilut use stronger applic use brown one
1595,dilut ignor comment said product fake receiv product notic colour soap lighter soap bought local store soap wateri ke less viscou student thought valu money kinda deak fake product seller loot custom
1596,use hair actual good time u r troubl ur hair nothingsuit ur hair fall soit better use someth mild babi shampoo give shine make ur hair soft dont reli shampoo remov oil ur hair way mild
1597,bestpatanjali baba ram dev ji
1598,useless product two account timer flat cycl minut buzzer ring moment open door devic work see uv lamp fraction second health hazard classic product practic safeti ignor cash fear pshycosi custom
1599,good packag tast good quantiti less compar red label aroma nice satisfi tast
1600,use one time say hairfal control stop mention amaz effect made hair extrem soft shini visibl properli smell strong bother think best hair fall use till date search end suppos wait see impact arrest hairfal
1601,tast like origin mango pulp acid good
1602,good product reliabl good qualiti child yo love earlier use chicco toothpast love mamaearth par chicco qualiti yet way econom
1603,fake item use soap year moment open pack becam sure fake one fragranc total fake dont buy seller
1604,one best budget analog watch belt rs segment watch impress one excel look good build qualiti good strap design color perfect fit big black dial radium light glow function overal trust product buy cheer
1605,milk got spoil boil upto mark
1606,rs valu money one offer like amazon offer
1607,know bottl duplic discount son daughter instant hair loss threw revert johnson hair loss stop anoth day use
1608,nice product men order watch uncl happi wear watch love
1609,need pay extra salon u love colour long hair need two packet quantiti less see everyth pictur love way turn
1610,good n long last scent ok ok product
1611,item ok costlier rs mrp price
1612,term flavour other far apart realli call anyon competitor amul butter india
1613,good product smell nice
1614,caus much pimpl dri sensit skin would recommend vlcc skin type atleast side effect disappoint mamaearth hell lot expect
1615,valu money nice serum mrp got best serum best price
1616,best aamra juic pack compel tri item paper boat pack pulp origin stuff like brand give flavor cherri papaya pulp
1617,good
1618,good product cinthol love fragranc soap pleasant smell
1619,cost higher factori price believ qualiti watch superior purchas dad run good last month
1620,work without bleach u sell colour without bleach includ much high price
1621,nice
1622,tea good old stock pack octob best month pack alreadi outdat receiv
1623,ingredi list ml bottl complet differ ml bottl chemic present ml pack cream smell like antisept chemic cream ml cream u find essenti oil ingredi list ml find chemic list total wast money
1624,good
1625,nice product skin combin type oili n dri work magic especi winter give u extra soft
1626,product look tast genuin thank amazon deliv product earli connect custom care execut facilit dispatch
1627,love smell beauti product good packag thank amazon also
1628,mamaearth alway best everi product brand awesom love babi product mamaearth best part soap suitabl everi babi delic skin even tri newborn well use babi sinc birth qualiti mention natur nutrient present goat milk get easili absorb delic skin babi keep moistur long time suit dri itchi eczema prone skin well best product purchas babi gift love one
1629,honestli use regular brown colour antisept liquid love thought buy lemon scent liquid hope much good last one saw much sticki liquid add water goe like invis dissapoint last one brown better one thumb buy dont go review purchas review u regret u use scent thick realli dont buy dont wast ur money lemon buy brown liquid
1630,actual like product product effect hair use product felt like damag hair
1631,good product
1632,nice teast
1633,mamaearth alway best everi product brand awesom love babi product mamaearth best part soap suitabl everi babi delic skin even tri newborn well use babi sinc birth qualiti mention natur nutrient present goat milk get easili absorb delic skin babi keep moistur long time suit dri itchi eczema prone skin well best product purchas babi gift love one
1634,receiv damag product case scratch multipl place part loos look like duplic box iron paint set godrej tag sent us highli dissatisfi product qualiti
1635,sleep mode oper batteri life day
1636,patanjali product reliabl howev flavour ghee less compar product market may addit process prepar may differ
1637,amaz fragranc origin product delic perfum pure natur sandalwood oil thank amazon give natur product mysor sandal talc best talc forev
1638,like
1639,bought nd time satisfi
1640,famili switch red label tata tea gold red label bad one better tea perfect blend aroma tast strong natur tea perfectli balanc tea tast kadak chai wagh bakri tea strong aw tast red label strong tast good one got balanc must buy
1641,purchas via subscrib product buck though rs mention product add gst substract promot price would go beyond total dissatisfi
1642,purchas oil shampoo watch fake youtub custom review first day use oil shampoo hairfal increas
1643,noth
1644,watch beauti contain
1645,love coke ye can great good price
1646,gift watch friend love perfect condit work properli
1647,beauti dial n complet origin write di bcz peopl complain dat amazon dont give origin product mani time bt usu di watch would say beauti dial origin watch warrani bill
1648,flavor good tast biscuit pack broken due poor handl transport supplier suppos
1649,good product
1650,tri wagh bakri red label tata agni vedaka gold tea etc time tri tata tea gold turn averag tea compar tea wagh bakri vedaka gold give good colour time tata tea gold requir get color wagh bakri vedaka gold want good color strong tea use vedaka gold wagh bakri tea give good color compar tata tea gold
1651,well amul product nice n trustworthi point product deliv us reach expiri date
1652,first reason buy made india second reason less similar foreign product avail market except one much cheaper save buck refresh fragnanc felt soon u enter bathroom job well soft skin u want go made india
1653,good one tast awesom product come plastic water bottl free plastic cheap smell plastic tea also empti content better contain earlier contain tea came good time chang water bottl
1654,came beauti colour level hair even though dilut condition increas quantiti would stun tri increas time wash notic see fade everi wash give hair blast cold water shower lock cuticl colour bleed neck cloth everywher dri
1655,buy watch time set stick jam find set time watch
1656,discount provid seller inform provid wrong
1657,regular consum brand tea time bought amazon pantri tea leav fine coars colour great even littl amount tea leav flavour aroma perfect manufactur date recent sinc come zip lock bag easi keep fresh intact like
1658,tea good old stock pack octob best month pack alreadi outdat receiv
1659,best hair highlight love perfect brown hair girl stay long time damag dull frizzi hair condition provid streax awesom make hair colour look glossi shini smooth hair
1660,patanjali ghee pure real ghee smell like expect like ordinari look like refin oil mix pure ghee comparison nandini ghee jharana ghee better next time tri amul organ brand make home need pure ghee know pure ghee smell like conclus patanjalii upto mark
1661,guy pl dont buy origin titan watch first copi watch packag realli bad
1662,perfect remedi skin issu like rash pigment
1663,agarbatti excel mrp rs per packet go mrp shown amazon
1664,like maaza drink maaza lot thick mango juic pour glass drink
1665,pro look goodindian brandconsth softwar poor band app get updat everyday bug fix updat never complet sleep tracker work properli auto sensor depend manual time feed sleep plu sleep data chang band firmwar updat caus sudden chang connect call notif work work coupl call stop though sedentari remind switch band keep vibrat everi minut remind even walk work stop night mode activ workout
1666,order product covid use week found kill well spray get respiratori system abl breath smell harsh suffoc follow guidelin wore mask spray item spray remain air inhal took hour come normal breath person experi suggest product one pleas buy product
1667,great product dettol advertis use bath shave laundri disinfect floor clean kitchen bathroom clean refriger clean substanc
1668,best price rang
1669,simpl superb match type dress wear
1670,good
1671,satisfi expect less fragranc qualiti upto mark brand good check
1672,everi household need dettol product especi kid around new dettol disinfect menthol fragranc leav fresh feel smell entir hous use along clean water recommend clean wash
1673,good qualiti soap help remov bodi darken
1674,broken
1675,write review use around day seem natur chemic free gentl skin job clean skin properli contain tea tree one favourit ingredi skin care give tri definit better chemic contain face wash even afford compar natur brand avail market
1676,look like tigress love
1677,good prdct
1678,qualiti pack manufactur need improv
1679,poor qualiti seem adulter fake product
1680,amazon send packag safe happi servic shampoo suitabl adult order btw u believ horribl result actual order decreas hair fall use time hair fall increas horribl hair becam sticki explain never use shampoo wast money
1681,hold buy shampoo kid b c even natur shampoo ton chemic caus dandruff hair shampoo wonder gentl smell good scalp irrit good sensit skin good product amazon
1682,good great
1683,horribl product normal skin tend dri winter order march enjoy healthier skin search herbal product decid order regret skin rash happen daz use could infer rash becoz facewash skincar product read review plz dont wast ur money get trap market gimmick
1684,best product pure must buy
1685,good soap give suffici lather clean bodi also leav good fragranc
1686,order serum recommend dear friend serum come small pump type packag week use tell procuct effect serum keep skin hydrat bloom serum provid radianc skin thu compat everi skin tone doesnt make face fairer definit provid glow skin product worth tri
1687,use differ variant cinthol one highli disappoint scale fragranc cool effect melt easili sure origin stop use soap know rest
1688,prefer cinthol soap amongst soap avail fragranc good product cinthol cool good alreadi use that order pack cinthol cool soap packag good soap good condit also tri cinthol confid soap
1689,use serum normal hair chemic straighten hair well seen result color hair honestli price never disappoint though textur quit thin compar lot hair serum like feel heavi hair pump enough dab medium length hair basic job hair serum detangl provid moistur end hair sinc goe long way thumb side surpris new variant vitarich gloss way better previou one come nutti fragranc total love
1690,good product big billion sale got rs otherwis sold rs
1691,perfect except price per ltr aamra around rs ltr would nice
1692,nice product easi use gud colout
1693,good first time use later get irrit due spice may ad cardamom
1694,regular custom societi instant tea
1695,black beauti
1696,know dettol brand grew brand back home sydney fond alleg disinfect local market good see dettol expand use floor wash need tini amount soap mix littl lizzol floor cleaner great bathroom kitchen happi custom
1697,bought rs instead rs know qualiti tata tea well tri product qon
1698,far better hair oil feel result immedi appli also fragranc wow
1699,tea rs per kg contain dust rate add dust ctc granul margin busi still compani provid sub standard ctc instead bopsm go yo buy
1700,origin sandal soap also smell fantast
1701,awesom watch love product price
1702,good full valu money
1703,good product scent good product cinthol
1704,societi masala tea far better one pack within expiri due storag condit discolor
1705,good product amul
1706,bad smell like lifeboy mysor sandal tri take advantag competitor origin moti sandal buy duplic mysor sandal smell last minut also wast money
1707,tast good one make preserv sugar ad pl know juic mango pulp aamra feel paperboat indian compani though yet research good buy
1708,bad ugli product rven month product work plz dont tri cheat peoli im total upset becous priduct gift other work im go anymor amazon suck
1709,hope high today work minut fitband show lost calori decid return may devic step count work walk good
1710,perfect gel formula cream base like color exampl garnier use year easili stay day whether u use harsh shmpoo mild whether hot water ir cold perfect color
1711,product deliv promis check detail product review would made use least one month seller fill detail guarante warranti card custom copi date purchas dealer name address phone number etc absenc difficult verifi guarante period later date case problem issu product brought notic dealer well manufactur
1712,product advertis receiv steax vitarich gloss serum instead streax pro vitagloss product name suggest call cs get refund sinc close bank account sinc order place want refund come amazon pay howev amazon rep aniket supervisor krishna absolut unhelp went common sens keep tell refund process close bank account bank issu dd call lack common sens kept repeat final decid give away product deal amazon refund show base amazon custom servic good sign avoid use amazon valu money time
1713,smell like bar soap local soap good
1714,nice flavour
1715,item box contain dust soap wrapper tear basket manufactur defect item damag transport
1716,watch eleg look peopl love feel weight wrist definit go perfect item gift love one price rang
1717,bought thrice love
1718,come delici tast consum directli decor cake delici candi highli recommend
1719,write review day use big dial expect great qualiti color dial dark special number shown photo bracelet also good pack contain watch worst ever seen onlin shop sometim stop work fall push pin start work overal good watch waterproof also work properli bought month search amazon flipkart make worth
1720,fake item use soap year moment open pack becam sure fake one fragranc total fake dont buy seller
1721,himalaya babycar babi lotion special formul restor skin natur beauti great product enrich almond oil restor skin moistur oliv oil improv skin luster yashtimadhu countri mallow sooth skin contain herbal activ perfect babi skin highli recommend
1722,good watch colleg univers go student watch strap littl heavi though matter golden colour combin look premium titan great love
1723,free articl deliv provid along product clearli mention bottl free bodi lotion ml individu sale
1724,want buy see buy option realli disappoint also old custom
1725,acn prone oili skin thought product help reduc also stop breakout review month use product use
1726,tasti
1727,himalaya cream would like share product recent manufactur one year back manufactur item june manufactur
1728,suuuuuuuper deodor soap nice doubt buy alway use must reali great soap thank amazon discount price
1729,bought month back call leather loos colour plz buy peopl loos name brand
1730,awesom mom use soap apart love new rang rose fragranc amaz
1731,can puf one seal empti photo video attach highli disappoint pleas refund money
